dataset,subject,domain,response_number,response,response_onset_time,IRT,participant_designated_switch
LEA,50014,animals,29,fly,49.29,1.6,0
LEA,50014,animals,30,bee,51.29,2,0
LEA,50014,animals,31,yellow_jacket,54.39,3.1,0
LEA,50014,animals,32,wasp,55.69,1.3,0
LEA,50014,animals,33,dragonfly,59.29,3.6,0
LEA,50014,animals,34,weevil,62.49,3.2,0
LEA,50014,animals,35,cockroach,64.29,1.8,0
LEA,50014,animals,36,carpenter_ant,66.69,2.4,0
LEA,50014,animals,37,termite,67.99,1.3,0
LEA,50014,animals,38,snake,73.59,5.6,1
LEA,50014,animals,39,reptile,75.79,2.2,0
LEA,50014,animals,40,amphibian,76.49,0.7,0
LEA,50014,animals,41,frog,77.29,0.8,0
LEA,50014,animals,42,tree_frog,79.29,2,0
LEA,50014,animals,43,komodo_dragon,86.49,7.2,0
LEA,50014,animals,44,lizard,90.09,3.6,0
LEA,50014,animals,45,dinosaur,95.19,5.1,0
LEA,50014,animals,46,bird,100.39,5.2,1
LEA,50014,animals,47,crane,101.39,1,0
LEA,50014,animals,48,pelican,102.89,1.5,0
LEA,50014,animals,49,robin,104.69,1.8,0
LEA,50014,animals,50,cardinal,105.39,0.7,0
LEA,50014,animals,51,raccoon,112.99,7.6,1
LEA,50014,animals,52,possum,115.09,2.1,0
LEA,50014,animals,53,opossum,116.09,1,0
LEA,50014,animals,54,rabbit,121.79,5.7,0
LEA,50014,animals,55,chipmunk,127.29,5.5,0
LEA,50014,animals,56,squirrel,128.09,0.8,0
LEA,50014,animals,57,tiger,129.19,1.1,1
LEA,50014,animals,58,bear,130.29,1.1,0
LEA,50014,animals,59,lion,131.59,1.3,0
LEA,50014,animals,60,zebra,132.89,1.3,0
LEA,50014,animals,61,giraffe,133.79,0.9,0
LEA,50014,animals,62,elephant,135.59,1.8,0
LEA,50014,animals,63,hyena,137.89,2.3,0
LEA,50014,animals,64,warthog,139.19,1.3,0
LEA,50014,animals,65,pig,141.19,2,0
LEA,50014,animals,66,wild_boar,144.79,3.6,0
LEA,50014,animals,67,gazelle,149.29,4.5,0
LEA,50014,animals,68,miniature_horse,157.69,8.4,1
LEA,50014,animals,69,pony,158.99,1.3,0
LEA,50014,animals,70,miniature_pig,160.69,1.7,0
LEA,50014,animals,71,bulldog,177.39,16.7,1
LEA,50014,animals,72,english_bulldog,178.59,1.2,0
LEA,50014,animals,73,french_bulldog,179.49,0.9,0
LEA,50016,animals,1,dog,2.213,2.213,2
LEA,50016,animals,2,cat,3.213,1,0
LEA,50016,animals,3,rat,4.313,1.1,1
LEA,50016,animals,4,frog,5.513,1.2,1
LEA,50016,animals,5,snake,6.413,0.9,0
LEA,50016,animals,6,lizard,8.013,1.6,0
LEA,50016,animals,7,giraffe,9.313,1.3,1
LEA,50016,animals,8,elephant,10.413,1.1,0
LEA,50016,animals,9,hippopotamus,11.413,1,0
LEA,50016,animals,10,tiger,13.113,1.7,1
LEA,50016,animals,11,lion,14.113,1,0
LEA,50016,animals,12,bear,15.113,1,0
LEA,50016,animals,13,jaguar,16.713,1.6,0
LEA,50016,animals,14,cheetah,17.713,1,0
LEA,50016,animals,15,wildebeest,21.713,4,1
LEA,50016,animals,16,rhino,23.613,1.9,0
LEA,50016,animals,17,snail,25.213,1.6,1
LEA,50016,animals,18,fish,28.113,2.9,0
LEA,50016,animals,19,bird,29.213,1.1,1
LEA,50016,animals,20,butterfly,55.513,26.3,1
LEA,50016,animals,21,insect,56.213,0.7,0
LEA,50016,animals,22,spider,58.713,2.5,0
LEA,50016,animals,23,scorpion,60.713,2,0
LEA,50016,animals,24,fly,63.413,2.7,0
LEA,50016,animals,25,bee,64.113,0.7,0
LEA,50016,animals,26,praying_mantis,66.213,2.1,0
LEA,50016,animals,27,worm,73.413,7.2,1
LEA,50016,animals,28,toad,76.913,3.5,1
LEA,50016,animals,29,possum,78.613,1.7,1
LEA,50016,animals,30,raccoon,79.213,0.6,0
LEA,50016,animals,31,owl,82.013,2.8,1
LEA,50016,animals,32,hawk,84.013,2,0
LEA,50016,animals,33,eagle,85.513,1.5,0
LEA,50016,animals,34,coyote,93.113,7.6,1
LEA,50016,animals,35,wolf,93.813,0.7,0
LEA,50016,animals,36,deer,109.913,16.1,1
LEA,50016,animals,37,antelope,111.113,1.2,0
LEA,50016,animals,38,elk,112.413,1.3,0
LEA,50016,animals,39,polar_bear,114.113,1.7,1
LEA,50016,animals,40,grizzly_bear,115.913,1.8,0
LEA,50016,animals,41,black_bear,117.213,1.3,0
LEA,50016,animals,42,panda,119.013,1.8,0
LEA,50016,animals,43,goat,131.013,12,1
LEA,50016,animals,44,horse,131.913,0.9,0
LEA,50016,animals,45,pig,133.413,1.5,0
LEA,50016,animals,46,cow,134.913,1.5,0
LEA,50016,animals,47,sheep,138.513,3.6,0
LEA,50016,animals,48,mouse,144.213,5.7,1
LEA,50016,animals,49,person,152.713,8.5,1
LEA,50016,animals,50,human,153.613,0.9,0
LEA,50016,animals,51,dolphin,175.413,21.8,0
LEA,50016,animals,52,whale,176.513,1.1,1
LEA,50016,animals,53,shark,178.113,1.6,0
LEA,50016,animals,54,stingray,179.913,1.8,0
LEA,50017,animals,1,koala,2.992,2.992,2
LEA,50017,animals,2,giraffe,4.892,1.9,0
LEA,50017,animals,3,eagle,7.292,2.4,0
LEA,50017,animals,4,panda,9.692,2.4,0
LEA,50017,animals,5,lion,12.192,2.5,0
LEA,50017,animals,6,toad,14.392,2.2,1
LEA,50017,animals,7,frog,16.492,2.1,0
LEA,50017,animals,8,fish,19.092,2.6,0
LEA,50017,animals,9,snake,20.892,1.8,0
LEA,50017,animals,10,wombat,23.192,2.3,1
LEA,50017,animals,11,kangaroo,24.792,1.6,0
LEA,50017,animals,12,deer,27.092,2.3,1
LEA,50017,animals,13,moose,28.992,1.9,0
LEA,50017,animals,14,shark,30.592,1.6,1
LEA,50017,animals,15,wolf,33.892,3.3,1
LEA,50017,animals,16,fox,36.192,2.3,0
LEA,50017,animals,17,puma,38.392,2.2,1
LEA,50017,animals,18,leopard,42.692,4.3,0
LEA,50017,animals,19,panther,45.092,2.4,0
LEA,50017,animals,20,boar,48.292,3.2,1
LEA,50017,animals,21,wildebeest,52.392,4.1,0
LEA,50017,animals,22,buffalo,54.092,1.7,0
LEA,50017,animals,23,elk,59.392,5.3,0
LEA,50017,animals,24,condor,67.392,8,1
LEA,50017,animals,25,whale,71.292,3.9,1
LEA,50017,animals,26,dolphin,72.992,1.7,0
LEA,50017,animals,27,octopus,75.292,2.3,0
LEA,50017,animals,28,lobster,78.592,3.3,0
LEA,50017,animals,29,mouse,81.692,3.1,1
LEA,50017,animals,30,mole,83.392,1.7,0
LEA,50017,animals,31,newt,86.092,2.7,1
LEA,50017,animals,32,hellbender,88.092,2,0
LEA,50017,animals,33,lemur,94.092,6,1
LEA,50017,animals,34,zebra,97.892,3.8,0
LEA,50017,animals,35,squirrel,102.692,4.8,1
LEA,50017,animals,36,raccoon,106.292,3.6,0
LEA,50017,animals,37,possum,110.092,3.8,0
LEA,50017,animals,38,turtle,112.992,2.9,1
LEA,50017,animals,39,dinosaur,117.292,4.3,1
LEA,50017,animals,40,shrew,130.092,12.8,1
LEA,50017,animals,41,crawdad,134.092,4,1
LEA,50017,animals,42,worm,142.592,8.5,1
LEA,50017,animals,43,goat,147.292,4.7,1
LEA,50017,animals,44,sheep,149.292,2,0
LEA,50017,animals,45,turkey,151.492,2.2,0
LEA,50017,animals,46,cow,154.892,3.4,0
LEA,50017,animals,47,crocodile,159.492,4.6,1
LEA,50017,animals,48,piranha,162.392,2.9,0
LEA,50017,animals,49,catfish,165.692,3.3,0
LEA,50017,animals,50,gar,169.692,4,0
LEA,50017,animals,51,crappie,174.992,5.3,0
LEA,50017,animals,52,raven,178.092,3.1,1
LEA,50018,animals,1,dog,2.262,2.262,2
LEA,50018,animals,2,cat,3.562,1.3,0
LEA,50018,animals,3,elephant,5.362,1.8,1
LEA,50018,animals,4,zebra,6.862,1.5,0
LEA,50018,animals,5,giraffe,8.262,1.4,0
LEA,50018,animals,6,dolphin,9.962,1.7,1
LEA,50018,animals,7,seal,11.562,1.6,0
LEA,50018,animals,8,pig,13.162,1.6,1
LEA,50018,animals,9,cow,14.862,1.7,0
LEA,50018,animals,10,alligator,16.662,1.8,1
LEA,50018,animals,11,crocodile,18.362,1.7,0
LEA,50018,animals,12,donkey,24.562,6.2,1
LEA,50018,animals,13,bird,38.062,13.5,1
LEA,50018,animals,14,cardinal,40.162,2.1,0
LEA,50018,animals,15,whale,46.062,5.9,1
LEA,50018,animals,16,bluegill,50.962,4.9,0
LEA,50018,animals,17,fish,52.762,1.8,0
LEA,50018,animals,18,lion,56.162,3.4,1
LEA,50018,animals,19,tiger,57.762,1.6,0
LEA,50018,animals,20,water_buffalo,59.662,1.9,1
LEA,50018,animals,21,hippopotamus,62.562,2.9,0
LEA,50018,animals,22,antelope,78.262,15.7,1
LEA,50018,animals,23,moose,79.762,1.5,1
LEA,50018,animals,24,deer,81.462,1.7,0
LEA,50018,animals,25,black_bear,90.562,9.1,1
LEA,50018,animals,26,brown_bear,92.162,1.6,0
LEA,50018,animals,27,mouse,104.862,12.7,1
LEA,50018,animals,28,rat,106.562,1.7,0
LEA,50018,animals,29,orangutan,113.562,7,1
LEA,50018,animals,30,chimpanzee,115.162,1.6,0
LEA,50018,animals,31,tiger_shark,143.162,28,1
LEA,50018,animals,32,great_white_shark,145.462,2.3,0
LEA,50018,animals,33,hammerhead_shark,147.462,2,0
LEA,50018,animals,34,shark,150.362,2.9,0
LEA,50018,animals,35,penguin,155.262,4.9,1
LEA,50018,animals,36,iguana,175.962,20.7,1
LEA,50018,animals,37,bearded_dragon,179.462,3.5,0
LEA,50019,animals,1,cat,2.86,2.86,2
LEA,50019,animals,2,dog,3.56,0.7,0
LEA,50019,animals,3,fish,4.56,1,0
LEA,50019,animals,4,rabbit,5.46,0.9,0
LEA,50019,animals,5,chicken,8.86,3.4,0
LEA,50019,animals,6,alligator,12.36,3.5,1
LEA,50019,animals,7,anteater,14.46,2.1,0
LEA,50019,animals,8,antelope,16.36,1.9,0
LEA,50019,animals,9,bunny,20.26,3.9,1
LEA,50019,animals,10,bear,22.06,1.8,0
LEA,50019,animals,11,camel,24.96,2.9,1
LEA,50019,animals,12,dolphin,28.66,3.7,1
LEA,50019,animals,13,dalmatian,31.46,2.8,0
LEA,50019,animals,14,dragonfly,36.56,5.1,0
LEA,50019,animals,15,elephant,41.16,4.6,1
LEA,50019,animals,16,eel,44.66,3.5,0
LEA,50019,animals,17,pig,51.96,7.3,1
LEA,50019,animals,18,cow,52.56,0.6,0
LEA,50019,animals,19,goat,53.26,0.7,0
LEA,50019,animals,20,sheep,53.86,0.6,0
LEA,50019,animals,21,ostrich,55.46,1.6,1
LEA,50019,animals,22,zebra,57.86,2.4,1
LEA,50019,animals,23,giraffe,58.56,0.7,0
LEA,50019,animals,24,deer,60.26,1.7,1
LEA,50019,animals,25,possum,65.26,5,0
LEA,50019,animals,26,skunk,67.06,1.8,0
LEA,50019,animals,27,squirrel,67.96,0.9,0
LEA,50019,animals,28,chipmunk,68.86,0.9,0
LEA,50019,animals,29,woolly_mammoth,75.96,7.1,1
LEA,50019,animals,30,peacock,87.36,11.4,1
LEA,50019,animals,31,snake,91.56,4.2,1
LEA,50019,animals,32,crocodile,103.46,11.9,1
LEA,50019,animals,33,gorilla,113.36,9.9,1
LEA,50019,animals,34,jaguar,122.56,9.2,1
LEA,50019,animals,35,leopard,123.86,1.3,0
LEA,50019,animals,36,cheetah,125.36,1.5,0
LEA,50019,animals,37,lion,147.76,22.4,0
LEA,50019,animals,38,mountain_lion,149.86,2.1,0
LEA,50019,animals,39,panther,153.56,3.7,0
LEA,50019,animals,40,whale,157.66,4.1,1
LEA,50019,animals,41,shark,158.36,0.7,0
LEA,50019,animals,42,lizard,162.66,4.3,1
LEA,50019,animals,43,iguana,163.46,0.8,0
LEA,50019,animals,44,newt,166.06,2.6,0
LEA,50019,animals,45,salamander,172.26,6.2,0
LEA,50019,animals,46,donkey,175.46,3.2,1
LEA,50019,animals,47,duck,180.66,5.2,1
LEA,50020,animals,1,snake,3.941,3.941,2
LEA,50020,animals,2,lion,6.041,2.1,1
LEA,50020,animals,3,ox,8.041,2,0
LEA,50020,animals,4,monkey,10.041,2,0
LEA,50020,animals,5,fish,12.441,2.4,1
LEA,50020,animals,6,shrimp,14.441,2,0
LEA,50020,animals,7,octopus,16.441,2,0
LEA,50020,animals,8,shark,18.441,2,0
LEA,50020,animals,9,alligator,21.641,3.2,1
LEA,50020,animals,10,crocodile,23.541,1.9,0
LEA,50020,animals,11,frog,27.441,3.9,0
LEA,50020,animals,12,gorilla,32.741,5.3,1
LEA,50020,animals,13,horse,35.641,2.9,1
LEA,50020,animals,14,cow,38.541,2.9,0
LEA,50020,animals,15,pig,40.741,2.2,0
LEA,50020,animals,16,chicken,42.841,2.1,0
LEA,50020,animals,17,rabbit,44.941,2.1,1
LEA,50020,animals,18,squirrel,47.241,2.3,0
LEA,50020,animals,19,bear,49.641,2.4,1
LEA,50020,animals,20,cheetah,52.141,2.5,0
LEA,50020,animals,21,giraffe,55.041,2.9,0
LEA,50020,animals,22,elephant,57.841,2.8,0
LEA,50020,animals,23,dolphin,60.841,3,0
LEA,50020,animals,24,lizard,64.541,3.7,1
LEA,50020,animals,25,jellyfish,69.141,4.6,1
LEA,50020,animals,26,zebra,73.841,4.7,1
LEA,50020,animals,27,gazelle,76.641,2.8,0
LEA,50020,animals,28,deer,80.041,3.4,1
LEA,50020,animals,29,fox,82.841,2.8,0
LEA,50020,animals,30,coyote,85.141,2.3,0
LEA,50020,animals,31,wolf,87.741,2.6,0
LEA,50020,animals,32,elephant,93.041,5.3,1
LEA,50020,animals,33,whale,109.741,16.7,1
LEA,50020,animals,34,porcupine,113.141,3.4,1
LEA,50020,animals,35,peacock,116.341,3.2,1
LEA,50020,animals,36,chicken,120.141,3.8,0
LEA,50020,animals,37,turkey,125.741,5.6,0
LEA,50020,animals,38,owl,131.741,6,0
LEA,50020,animals,39,eagle,133.941,2.2,0
LEA,50020,animals,40,eel,141.141,7.2,1
LEA,50020,animals,41,platypus,143.441,2.3,1
LEA,50020,animals,42,donkey,150.041,6.6,1
LEA,50020,animals,43,mouse,155.141,5.1,1
LEA,50020,animals,44,dog,158.541,3.4,1
LEA,50020,animals,45,cat,160.741,2.2,0
LEA,50020,animals,46,ferret,163.741,3,0
LEA,50020,animals,47,guinea_pig,166.541,2.8,0
LEA,50020,animals,48,hamster,168.741,2.2,0
LEA,50022,animals,1,lion,2.548,2.548,2
LEA,50022,animals,2,zebra,3.748,1.2,0
LEA,50022,animals,3,giraffe,5.648,1.9,0
LEA,50022,animals,4,elephant,7.048,1.4,0
LEA,50022,animals,5,rhinoceros,8.448,1.4,0
LEA,50022,animals,6,cat,10.448,2,1
LEA,50022,animals,7,dog,11.548,1.1,0
LEA,50022,animals,8,bird,13.248,1.7,1
LEA,50022,animals,9,fish,14.948,1.7,1
LEA,50022,animals,10,snake,16.748,1.8,1
LEA,50022,animals,11,frog,18.348,1.6,0
LEA,50022,animals,12,toad,20.148,1.8,0
LEA,50022,animals,13,fly,23.648,3.5,1
LEA,50022,animals,14,mosquito,25.048,1.4,0
LEA,50022,animals,15,zebra,28.948,3.9,1
LEA,50022,animals,16,bear,33.748,4.8,1
LEA,50022,animals,17,fox,36.348,2.6,0
LEA,50022,animals,18,deer,37.748,1.4,0
LEA,50022,animals,19,cow,39.248,1.5,1
LEA,50022,animals,20,horse,41.248,2,0
LEA,50022,animals,21,chicken,43.148,1.9,0
LEA,50022,animals,22,goat,45.348,2.2,0
LEA,50022,animals,23,sheep,46.648,1.3,0
LEA,50022,animals,24,llama,48.548,1.9,0
LEA,50022,animals,25,chinchilla,51.048,2.5,1
LEA,50022,animals,26,ferret,54.348,3.3,0
LEA,50022,animals,27,guinea_pig,56.048,1.7,0
LEA,50022,animals,28,mouse,58.148,2.1,0
LEA,50022,animals,29,rat,59.948,1.8,0
LEA,50022,animals,30,butterfly,67.448,7.5,1
LEA,50022,animals,31,dolphin,80.248,12.8,1
LEA,50022,animals,32,whale,81.748,1.5,0
LEA,50022,animals,33,seahorse,84.148,2.4,0
LEA,50022,animals,34,plankton,87.748,3.6,0
LEA,50022,animals,35,eel,97.748,10,0
LEA,50022,animals,36,monkey,112.948,15.2,1
LEA,50022,animals,37,kangaroo,119.048,6.1,1
LEA,50022,animals,38,koala,121.548,2.5,0
LEA,50022,animals,39,tiger,145.148,23.6,1
LEA,50022,animals,40,panther,146.948,1.8,0
LEA,50022,animals,41,jaguar,149.048,2.1,0
LEA,50022,animals,42,wolf,159.848,10.8,1
LEA,50022,animals,43,ostrich,171.048,11.2,1
LEA,50022,animals,44,emu,172.748,1.7,0
LEA,50022,animals,45,caribou,175.448,2.7,1
LEA,50022,animals,46,reindeer,177.548,2.1,0
LEA,50023,animals,1,dog,2.165,2.165,2
LEA,50023,animals,2,cat,3.265,1.1,0
LEA,50023,animals,3,cheetah,4.665,1.4,1
LEA,50023,animals,4,mouse,6.265,1.6,1
LEA,50023,animals,5,elephant,7.865,1.6,1
LEA,50023,animals,6,giraffe,9.665,1.8,0
LEA,50023,animals,7,ant,11.665,2,1
LEA,50023,animals,8,snake,13.265,1.6,0
LEA,50023,animals,9,insect,16.165,2.9,0
LEA,50023,animals,10,bird,18.265,2.1,0
LEA,50023,animals,11,rhino,20.965,2.7,0
LEA,50023,animals,12,frog,23.165,2.2,1
LEA,50023,animals,13,shark,25.465,2.3,0
LEA,50023,animals,14,fish,28.265,2.8,0
LEA,50023,animals,15,snail,30.465,2.2,0
LEA,50023,animals,16,mouse,34.065,3.6,1
LEA,50023,animals,17,owl,36.365,2.3,0
LEA,50023,animals,18,eagle,39.315,2.95,0
LEA,50023,animals,19,fox,41.365,2.05,1
LEA,50023,animals,20,jaguar,53.265,11.9,1
LEA,50023,animals,21,anteater,55.565,2.3,0
LEA,50023,animals,22,monkey,58.865,3.3,1
LEA,50023,animals,23,orangutan,61.865,3,0
LEA,50023,animals,24,bear,66.265,4.4,1
LEA,50023,animals,25,chicken,73.665,7.4,1
LEA,50023,animals,26,horse,76.465,2.8,0
LEA,50023,animals,27,pig,80.965,4.5,0
LEA,50023,animals,28,duck,89.965,9,0
LEA,50023,animals,29,raccoon,94.265,4.3,1
LEA,50023,animals,30,deer,99.465,5.2,0
LEA,50023,animals,31,squirrel,102.765,3.3,0
LEA,50023,animals,32,chipmunk,106.865,4.1,0
LEA,50023,animals,33,rabbit,116.165,9.3,1
LEA,50023,animals,34,camel,137.465,21.3,1
LEA,50023,animals,35,seal,141.165,3.7,1
LEA,50023,animals,36,crab,146.265,5.1,0
LEA,50023,animals,37,shrimp,149.665,3.4,0
LEA,50023,animals,38,clam,156.065,6.4,0
LEA,50023,animals,39,mussel,160.465,4.4,0
LEA,50023,animals,40,seahorse,171.065,10.6,0
LEA,50023,animals,41,eel,177.665,6.6,0
LEA,50024,animals,1,cow,2.988,2.988,2
LEA,50024,animals,2,pig,3.788,0.8,1
LEA,50024,animals,3,duck,4.788,1,0
LEA,50024,animals,4,chicken,5.588,0.8,0
LEA,50024,animals,5,goose,7.088,1.5,1
LEA,50024,animals,6,horse,8.288,1.2,0
LEA,50024,animals,7,mule,9.188,0.9,0
LEA,50024,animals,8,donkey,9.988,0.8,0
LEA,50024,animals,9,cheetah,11.488,1.5,1
LEA,50024,animals,10,lion,12.388,0.9,0
LEA,50024,animals,11,tiger,13.288,0.9,0
LEA,50024,animals,12,human,14.488,1.2,1
LEA,50024,animals,13,monkey,15.288,0.8,0
LEA,50024,animals,14,orangutan,16.288,1,1
LEA,50024,animals,15,snake,17.888,1.6,1
LEA,50024,animals,16,duck,19.588,1.7,1
LEA,50024,animals,17,pigeon,22.888,3.3,0
LEA,50024,animals,18,cardinal,24.788,1.9,0
LEA,50024,animals,19,alligator,27.188,2.4,1
LEA,50024,animals,20,crocodile,28.388,1.2,0
LEA,50024,animals,21,iguana,30.388,2,0
LEA,50024,animals,22,dog,32.688,2.3,1
LEA,50024,animals,23,cat,34.288,1.6,0
LEA,50024,animals,24,polar_bear,38.088,3.8,1
LEA,50024,animals,25,bear,40.388,2.3,0
LEA,50024,animals,26,koala_bear,42.688,2.3,0
LEA,50024,animals,27,hinny,49.288,6.6,1
LEA,50024,animals,28,hen,51.688,2.4,1
LEA,50024,animals,29,rooster,53.788,2.1,0
LEA,50024,animals,30,spider,59.888,6.1,1
LEA,50024,animals,31,rat,61.688,1.8,1
LEA,50024,animals,32,mouse,63.088,1.4,0
LEA,50024,animals,33,rabbit,64.988,1.9,0
LEA,50024,animals,34,pheasant,71.688,6.7,1
LEA,50024,animals,35,whale,77.288,5.6,1
LEA,50024,animals,36,fish,78.288,1,0
LEA,50024,animals,37,shark,80.188,1.9,0
LEA,50024,animals,38,starfish,85.588,5.4,0
LEA,50024,animals,39,octopus,87.688,2.1,0
LEA,50024,animals,40,orangutan,93.788,6.1,1
LEA,50024,animals,41,kangaroo,100.188,6.4,1
LEA,50024,animals,42,koala_bear,104.588,4.4,0
LEA,50024,animals,43,giraffe,110.488,5.9,0
LEA,50024,animals,44,elephant,111.988,1.5,0
LEA,50024,animals,45,zebra,116.488,4.5,0
LEA,50024,animals,46,frog,128.888,12.4,1
LEA,50024,animals,47,toad,130.388,1.5,0
LEA,50024,animals,48,lizard,136.588,6.2,0
LEA,50024,animals,49,skunk,166.288,29.7,1
LEA,50024,animals,50,possum,169.688,3.4,0
LEA,50024,animals,51,raccoon,172.288,2.6,0
LEA,50025,animals,1,ape,2.765,2.765,2
LEA,50025,animals,2,antelope,3.465,0.7,0
LEA,50025,animals,3,anteater,4.465,1,0
LEA,50025,animals,4,bee,7.665,3.2,1
LEA,50025,animals,5,butterfly,8.765,1.1,0
LEA,50025,animals,6,beaver,9.765,1,0
LEA,50025,animals,7,bat,10.865,1.1,0
LEA,50025,animals,8,barracuda,12.665,1.8,0
LEA,50025,animals,9,cat,15.165,2.5,1
LEA,50025,animals,10,cow,17.065,1.9,0
LEA,50025,animals,11,dog,19.765,2.7,1
LEA,50025,animals,12,dolphin,20.565,0.8,0
LEA,50025,animals,13,deer,21.765,1.2,0
LEA,50025,animals,14,elephant,24.565,2.8,1
LEA,50025,animals,15,fish,28.065,3.5,1
LEA,50025,animals,16,frog,30.565,2.5,0
LEA,50025,animals,17,goat,33.865,3.3,1
LEA,50025,animals,18,lion,39.165,5.3,1
LEA,50025,animals,19,zebra,40.965,1.8,0
LEA,50025,animals,20,octopus,46.765,5.8,1
LEA,50025,animals,21,starfish,49.965,3.2,0
LEA,50025,animals,22,hamster,53.265,3.3,1
LEA,50025,animals,23,gerbil,54.165,0.9,0
LEA,50025,animals,24,rat,55.965,1.8,0
LEA,50025,animals,25,mouse,57.065,1.1,0
LEA,50025,animals,26,rabbit,59.865,2.8,0
LEA,50025,animals,27,gopher,63.465,3.6,0
LEA,50025,animals,28,groundhog,65.165,1.7,0
LEA,50025,animals,29,flying_squirrel,70.665,5.5,0
LEA,50025,animals,30,squirrel,74.165,3.5,0
LEA,50025,animals,31,mammoth,77.965,3.8,1
LEA,50025,animals,32,snake,81.465,3.5,1
LEA,50025,animals,33,fawn,87.065,5.6,1
LEA,50025,animals,34,mule,93.465,6.4,1
LEA,50025,animals,35,donkey,94.865,1.4,0
LEA,50025,animals,36,coyote,100.865,6,1
LEA,50025,animals,37,cub,107.265,6.4,0
LEA,50025,animals,38,leopard,110.165,2.9,0
LEA,50025,animals,39,platypus,115.865,5.7,1
LEA,50025,animals,40,kangaroo,118.965,3.1,0
LEA,50025,animals,41,koala,120.365,1.4,0
LEA,50025,animals,42,sloth,122.065,1.7,0
LEA,50025,animals,43,chimpanzee,124.465,2.4,1
LEA,50025,animals,44,black_bear,129.765,5.3,1
LEA,50025,animals,45,hedgehog,141.565,11.8,1
LEA,50025,animals,46,porcupine,143.065,1.5,0
LEA,50025,animals,47,ferret,149.265,6.2,1
LEA,50025,animals,48,duck,154.865,5.6,1
LEA,50025,animals,49,goose,155.965,1.1,0
LEA,50025,animals,50,turkey,160.265,4.3,0
LEA,50025,animals,51,bird,168.565,8.3,0
LEA,50025,animals,52,alligator,172.565,4,1
LEA,50025,animals,53,crocodile,174.065,1.5,0
LEA,50026,animals,1,dog,2.965,2.965,2
LEA,50026,animals,2,cat,3.965,1,0
LEA,50026,animals,3,ferret,5.365,1.4,0
LEA,50026,animals,4,badger,6.365,1,1
LEA,50026,animals,5,giraffe,7.165,0.8,1
LEA,50026,animals,6,rhino,8.665,1.5,0
LEA,50026,animals,7,elephant,9.565,0.9,0
LEA,50026,animals,8,hippo,10.865,1.3,0
LEA,50026,animals,9,monkey,13.265,2.4,0
LEA,50026,animals,10,baboon,15.165,1.9,0
LEA,50026,animals,11,chimpanzee,16.465,1.3,0
LEA,50026,animals,12,gorilla,17.565,1.1,0
LEA,50026,animals,13,capuchin,20.665,3.1,0
LEA,50026,animals,14,turtle,22.665,2,1
LEA,50026,animals,15,tortoise,23.665,1,0
LEA,50026,animals,16,rat,24.665,1,1
LEA,50026,animals,17,mouse,25.365,0.7,0
LEA,50026,animals,18,gerbil,27.265,1.9,0
LEA,50026,animals,19,hamster,28.465,1.2,0
LEA,50026,animals,20,pika,31.165,2.7,0
LEA,50026,animals,21,squirrel,35.065,3.9,0
LEA,50026,animals,22,chipmunk,36.265,1.2,0
LEA,50026,animals,23,snake,39.265,3,1
LEA,50026,animals,24,lizard,41.965,2.7,0
LEA,50026,animals,25,alligator,45.965,4,0
LEA,50026,animals,26,crocodile,47.665,1.7,0
LEA,50026,animals,27,penguin,50.065,2.4,1
LEA,50026,animals,28,parrot,53.565,3.5,0
LEA,50026,animals,29,budgie,55.465,1.9,0
LEA,50026,animals,30,groundhog,59.465,4,1
LEA,50026,animals,31,shark,63.665,4.2,1
LEA,50026,animals,32,whale,66.265,2.6,0
LEA,50026,animals,33,dolphin,67.965,1.7,0
LEA,50026,animals,34,bandicoot,72.665,4.7,1
LEA,50026,animals,35,kangaroo,74.365,1.7,0
LEA,50026,animals,36,tasmanian_tiger,77.365,3,0
LEA,50026,animals,37,wolf,82.665,5.3,1
LEA,50026,animals,38,coyote,84.265,1.6,0
LEA,50026,animals,39,porcupine,87.165,2.9,1
LEA,50026,animals,40,hedgehog,88.965,1.8,0
LEA,50026,animals,41,pangolin,94.465,5.5,0
LEA,50026,animals,42,deer,97.865,3.4,1
LEA,50026,animals,43,vole,102.765,4.9,1
LEA,50026,animals,44,shrew,104.265,1.5,0
LEA,50026,animals,45,mole,106.065,1.8,0
LEA,50026,animals,46,ibis,117.765,11.7,1
LEA,50026,animals,47,tetra,121.865,4.1,1
LEA,50026,animals,48,octopus,125.065,3.2,0
LEA,50026,animals,49,squid,127.965,2.9,0
LEA,50026,animals,50,hermit_crab,131.965,4,0
LEA,50026,animals,51,lobster,133.665,1.7,0
LEA,50026,animals,52,starfish,136.865,3.2,0
LEA,50026,animals,53,shrimp,138.765,1.9,0
LEA,50026,animals,54,prawn,140.465,1.7,0
LEA,50026,animals,55,crawdad,141.765,1.3,0
LEA,50026,animals,56,zebra,148.465,6.7,1
LEA,50026,animals,57,antelope,151.665,3.2,0
LEA,50026,animals,58,pig,156.765,5.1,1
